video,video_relpath,frame,phase_id,phase_name
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,31,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,32,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,33,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,34,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,35,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,36,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,37,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,38,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,39,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,40,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,41,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,42,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,43,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,44,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,45,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,46,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,47,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,48,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,49,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,50,1,setup
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,51,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,52,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,53,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,54,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,55,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,56,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,57,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,58,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,59,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,60,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,61,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,62,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,63,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,64,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,65,2,first_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,66,3,transition
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,67,3,transition
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,68,3,transition
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,69,3,transition
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,70,4,second_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,71,4,second_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,72,4,second_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,73,4,second_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,74,4,second_pull
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,75,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,76,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,77,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,78,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,79,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,80,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,81,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,82,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,83,5,turnover
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,84,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,85,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,86,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,87,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,88,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,89,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,90,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,91,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,92,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,93,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,94,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,95,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,96,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,97,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,98,0,unlabeled
snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,abokhala/snatch_-96kg_abokhala_karim_i3_fail_000005.mp4,99,0,unlabeled
